SAMPLE_ACC,Sample Type,SAMPLE_VOLUME,VOLUME_UNIT,FILTER_MIN,FILTER_MAX,SAMPLE_DESCRIPTION,SAMPLE_NAME,COMMENTS,TAXON_ID,COLLECTION_START_TIME,COLLECTION_STOP_TIME,BIOMATERIAL_NAME,DESCRIPTION,MATERIAL_ACC,SITE_NAME,LATITUDE,LONGITUDE,ALTITUDE,SITE_DEPTH,SITE_DESCRIPTION,COUNTRY_NAME,REGION,HABITAT_NAME,HOST_TAXON_ID,HOST_DESCRIPTION,HOST_ORGANISM,LIBRARY_ACC,SEQUENCING_METHOD,DNA_TYPE,NUM_OF_READS,MATERIAL_ID,Silicate - (umol/kg),sample depth - (M),salinity - (psu),temperature - (C),chlorophyll density - (ug/kg),phosphate - (umol/kg),dissolved oxygen - (nmol/kg),Particulate Organic Carbon - (umol/kg),dissolved organic carbon - (umol/kg),pH,nitrate(NO3) - (umol/l)
CAM_SMPL_003156,eukaryotes,,,,,Symbiodinium sp. D1a,MMETSP1377,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1377"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1377</a>""",462645,00:00.0,00:00.0,(MMETSP1377) Symbiodinium sp. - Montastraea faveolata,,CAM_BM_003176,Atlantic_Ocean,24.7335,-80.769167,,,Tennessee Reef,UNITED STATES,,organism-associated habitat,,,,CAM_LIB_001902,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003159,eukaryotes,,,,,Euplotes crassus CT5,MMETSP1380,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1380"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1380</a>""",5936,,,(MMETSP1380) Euplotes crassus - seawater and sediment trap material,,CAM_BM_003179,Tyrrhenian Sea,,,,,,ITALY,,marine habitat,,,,CAM_LIB_001905,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003160,eukaryotes,,,,,Pavlova sp. CCMP459,MMETSP1381,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1381"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1381</a>""",298111,,,(MMETSP1381) Pavlova sp.,,CAM_BM_003180,,,,,,,,,,,,,CAM_LIB_001906,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003162,eukaryotes,,,,,Ammonia sp. ,MMETSP1384,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1384"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1384</a>""",29189,,,(MMETSP1384) Ammonia sp.,,CAM_BM_003182,North Sea,,,,,,GERMANY,,marine habitat,,,,CAM_LIB_001908,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003163,eukaryotes,,,,,Alexandrium catenella OF101,MMETSP0790,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0790"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0790</a>""",2925,00:00.0,00:00.0,(MMETSP0790) Alexandrium catenella,,CAM_BM_003183,,,,,,"Ofunato Bay, Iwate Prefecture, Japan",JAPAN,,marine habitat,,,,CAM_LIB_001909,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003164,eukaryotes,,,,,Alveolata sp. CCMP3155,MMETSP0288,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0288"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0288</a>""",348535,,,(MMETSP0288) Alveolata sp.,,CAM_BM_003184,,,,,,,AUSTRALIA,,marine habitat,,,,CAM_LIB_001910,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003165,eukaryotes,,,,,Chromera velia CCMP2878,MMETSP0290,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0290"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0290</a>""",505693,,,(MMETSP0290) Chromera velia,,CAM_BM_003185,,,,,,,AUSTRALIA,,marine habitat,,,,CAM_LIB_001911,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003166,eukaryotes,,,,,Gloeochaete witrockiana SAG 46.84,MMETSP0308,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0308"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0308</a>""",38269,,,(MMETSP0308) Gloeochaete witrockiana,,CAM_BM_003186,,,,,,,,,freshwater habitat,,,,CAM_LIB_001912,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003167,eukaryotes,,,,,Compsopogon coeruleus SAG 36.94,MMETSP0312,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0312"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0312</a>""",31354,,,(MMETSP0312) Compsopogon coeruleus,,CAM_BM_003187,,,,,,,,,,,,,CAM_LIB_001913,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003168,eukaryotes,,,,,Porphyridium aerugineum SAG 1380-2,MMETSP0313,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0313"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0313</a>""",2792,,,(MMETSP0313) Porphyridium aerugineum,,CAM_BM_003188,,,,,,,,,freshwater habitat,,,,CAM_LIB_001914,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003169,eukaryotes,,,,,Rhodella maculata CCMP 736,MMETSP0314,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0314"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0314</a>""",38298,,,(MMETSP0314) Rhodella maculata,,CAM_BM_003189,,,,,,,,,marine habitat,,,,CAM_LIB_001915,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003170,eukaryotes,,,,,Rhodosorus marinus UTEX LB 2760,MMETSP0315,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0315"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0315</a>""",101924,,,(MMETSP0315) Rhodosorus marinus,,CAM_BM_003190,,,,,,,,,marine habitat,,,,CAM_LIB_001916,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003171,eukaryotes,,,,,Thalassiosira weissflogii CCMP1010,MMETSP1407,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1407"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1407</a>""",67004,00:00.0,00:00.0,(MMETSP1407) Thalassiosira weissflogii - seawater,,CAM_BM_003191,,37,-65,,,,,,marine habitat,,,,CAM_LIB_001917,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003172,eukaryotes,,,,,Thalassiosira weissflogii CCMP1010,MMETSP1408,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1408"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1408</a>""",67004,00:00.0,00:00.0,(MMETSP1408) Thalassiosira weissflogii - seawater,,CAM_BM_003192,,37,-65,,,,,,marine habitat,,,,CAM_LIB_001918,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003173,eukaryotes,,,,,Climacostomum Climacostomum virens Stock W-24,MMETSP1397,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1397"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1397</a>""",49980,,,(MMETSP1397) Climacostomum Climacostomum virens - Freshwater,,CAM_BM_003193,,,,,,,RUSSIAN FEDERATION,,freshwater habitat,,,,CAM_LIB_001919,Illumina,cDNA,,3604,,,0,,,,,,,,
CAM_SMPL_003175,eukaryotes,,,,,Bathycoccus prasinos CCMP1898,MMETSP1399,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1399"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1399</a>""",41875,00:00.0,00:00.0,(MMETSP1399) Bathycoccus prasinos - seawater,,CAM_BM_003195,Mediterranean Sea,,,,,Gulf of Naples,ITALY,,marine habitat,,,,CAM_LIB_001921,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003176,eukaryotes,,,,,Micromonas pusilla CCAC1681,MMETSP1401,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1401"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1401</a>""",38833,00:00.0,00:00.0,(MMETSP1401) Micromonas pusilla - seawater,,CAM_BM_003196,Saldanha Bay,,,,,W. Cape,SOUTH AFRICA,,marine habitat,,,,CAM_LIB_001922,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003177,eukaryotes,,,,,Micromonas pusilla RCC1614,MMETSP1402,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1402"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1402</a>""",38833,00:00.0,00:00.0,(MMETSP1402) Micromonas pusilla - seawater,,CAM_BM_003197,,,,,,cruise MICROVIR station 11,UNITED KINGDOM,,marine habitat,,,,CAM_LIB_001923,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003178,eukaryotes,,,,,Thalassiosira weissflogii CCMP1010,MMETSP1405,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1405"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1405</a>""",67004,00:00.0,00:00.0,(MMETSP1405) Thalassiosira weissflogii - seawater,,CAM_BM_003198,,37,-65,,,,,,marine habitat,,,,CAM_LIB_001924,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003179,eukaryotes,,,,,Thalassiosira weissflogii CCMP1010,MMETSP1406,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1406"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1406</a>""",67004,00:00.0,00:00.0,(MMETSP1406) Thalassiosira weissflogii - seawater,,CAM_BM_003199,,37,-65,,,,,,marine habitat,,,,CAM_LIB_001925,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003180,eukaryotes,,,,,Thalassiosira weissflogii CCMP1010,MMETSP1415,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1415"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1415</a>""",67004,00:00.0,00:00.0,(MMETSP1415) Thalassiosira weissflogii - seawater,,CAM_BM_003200,,37,-65,,,,,,marine habitat,,,,CAM_LIB_001926,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003181,eukaryotes,,,,,Thalassiosira weissflogii CCMP1010,MMETSP1416,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1416"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1416</a>""",67004,00:00.0,00:00.0,(MMETSP1416) Thalassiosira weissflogii - seawater,,CAM_BM_003201,,37,-65,,,,,,marine habitat,,,,CAM_LIB_001927,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003182,eukaryotes,,,,,Pseudo-nitzschia heimii UNC1101,MMETSP1423,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1423"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1423</a>""",476441,00:00.0,00:00.0,(MMETSP1423) Pseudo-nitzschia heimii,,CAM_BM_003202,Pacific_Ocean,,,,,Ocean Station Papa,,,marine habitat,,,,CAM_LIB_001928,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003183,eukaryotes,,,,,Oxyrrhis marina LB1974,MMETSP1424,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1424"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1424</a>""",2969,00:00.0,00:00.0,(MMETSP1424) Oxyrrhis marina - seawater,,CAM_BM_003203,Pacific_Ocean,,,,,"La Jolla, CA, net tow from SOI pier, by R.A. Lewin",UNITED STATES,,marine habitat,,,,CAM_LIB_001929,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003184,eukaryotes,,,,,Oxyrrhis marina LB1974,MMETSP1425,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1425"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1425</a>""",2969,00:00.0,00:00.0,(MMETSP1425) Oxyrrhis marina - seawater,,CAM_BM_003204,Pacific_Ocean,,,,,"La Jolla, CA, net tow from SOI pier, by R.A. Lewin",UNITED STATES,,marine habitat,,,,CAM_LIB_001930,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003185,eukaryotes,,,,,Thalassiosira weissflogii CCMP1010,MMETSP1417,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1417"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1417</a>""",67004,00:00.0,00:00.0,(MMETSP1417) Thalassiosira weissflogii - seawater,,CAM_BM_003205,,37,-65,,,,,,marine habitat,,,,CAM_LIB_001931,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003186,eukaryotes,,,,,Thalassiosira weissflogii CCMP1010,MMETSP1418,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1418"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1418</a>""",67004,00:00.0,00:00.0,(MMETSP1418) Thalassiosira weissflogii - seawater,,CAM_BM_003206,,37,-65,,,,,,marine habitat,,,,CAM_LIB_001932,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003187,eukaryotes,,,,,Thalassiosira weissflogii CCMP1010,MMETSP1419,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1419"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1419</a>""",67004,00:00.0,00:00.0,(MMETSP1419) Thalassiosira weissflogii - seawater,,CAM_BM_003207,,37,-65,,,,,,marine habitat,,,,CAM_LIB_001933,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003188,eukaryotes,,,,,Thalassiosira weissflogii CCMP1010,MMETSP1420,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1420"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1420</a>""",67004,00:00.0,00:00.0,(MMETSP1420) Thalassiosira weissflogii - seawater,,CAM_BM_003208,,37,-65,,,,,,marine habitat,,,,CAM_LIB_001934,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003189,eukaryotes,,,,,Thalassiosira weissflogii CCMP1010,MMETSP1421,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1421"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1421</a>""",67004,00:00.0,00:00.0,(MMETSP1421) Thalassiosira weissflogii - seawater,,CAM_BM_003209,,37,-65,,,,,,marine habitat,,,,CAM_LIB_001935,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003190,eukaryotes,,,,,Thalassiosira weissflogii CCMP1010,MMETSP1422,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1422"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1422</a>""",67004,00:00.0,00:00.0,(MMETSP1422) Thalassiosira weissflogii - seawater,,CAM_BM_003210,,37,-65,,,,,,marine habitat,,,,CAM_LIB_001936,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003191,eukaryotes,,,,,Thalassiosira weissflogii CCMP1010,MMETSP1409,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1409"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1409</a>""",67004,00:00.0,00:00.0,(MMETSP1409) Thalassiosira weissflogii - seawater,,CAM_BM_003211,,37,-65,,,,,,marine habitat,,,,CAM_LIB_001937,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003192,eukaryotes,,,,,Thalassiosira weissflogii CCMP1010,MMETSP1410,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1410"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1410</a>""",67004,00:00.0,00:00.0,(MMETSP1410) Thalassiosira weissflogii - seawater,,CAM_BM_003212,,37,-65,,,,,,marine habitat,,,,CAM_LIB_001938,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003193,eukaryotes,,,,,Thalassiosira weissflogii CCMP1010,MMETSP1411,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1411"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1411</a>""",67004,00:00.0,00:00.0,(MMETSP1411) Thalassiosira weissflogii - seawater,,CAM_BM_003213,,37,-65,,,,,,marine habitat,,,,CAM_LIB_001939,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003194,eukaryotes,,,,,Thalassiosira weissflogii CCMP1010,MMETSP1412,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1412"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1412</a>""",67004,00:00.0,00:00.0,(MMETSP1412) Thalassiosira weissflogii - seawater,,CAM_BM_003214,,37,-65,,,,,,marine habitat,,,,CAM_LIB_001940,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003195,eukaryotes,,,,,Thalassiosira weissflogii CCMP1010,MMETSP1413,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1413"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1413</a>""",67004,00:00.0,00:00.0,(MMETSP1413) Thalassiosira weissflogii - seawater,,CAM_BM_003215,,37,-65,,,,,,marine habitat,,,,CAM_LIB_001941,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003196,eukaryotes,,,,,Thalassiosira weissflogii CCMP1010,MMETSP1414,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1414"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1414</a>""",67004,00:00.0,00:00.0,(MMETSP1414) Thalassiosira weissflogii - seawater,,CAM_BM_003216,,37,-65,,,,,,marine habitat,,,,CAM_LIB_001942,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003197,eukaryotes,,,,,Oxyrrhis marina LB1974,MMETSP1426,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1426"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1426</a>""",2969,00:00.0,00:00.0,(MMETSP1426) Oxyrrhis marina - seawater,,CAM_BM_003217,Pacific_Ocean,,,,,"La Jolla, CA, net tow from SOI pier, by R.A. Lewin",UNITED STATES,,marine habitat,,,,CAM_LIB_001943,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003199,eukaryotes,,,,,Pseudo-nitzschia delicatissima UNC1205,MMETSP1432,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1432"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1432</a>""",44447,,,(MMETSP1432) Pseudo-nitzschia delicatissima - seawater,,CAM_BM_003219,,48.816,128.666,,,,,,marine habitat,,,,CAM_LIB_001945,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003276,eukaryotes,,,,,Chaetoceros affinis CCMP159,MMETSP0088,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0088"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0088</a>""",426623,,,(MMETSP0088) Chaetoceros affinis,,CAM_BM_003331,,,,,,,,,,,,,CAM_LIB_002067,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003277,eukaryotes,,,,,Chaetoceros affinis CCMP159,MMETSP0090,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0090"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0090</a>""",426623,,,(MMETSP0090) Chaetoceros affinis,,CAM_BM_003332,,,,,,,,,,,,,CAM_LIB_002068,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003278,eukaryotes,,,,,Chaetoceros affinis CCMP159,MMETSP0091,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0091"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0091</a>""",426623,,,(MMETSP0091) Chaetoceros affinis,,CAM_BM_003333,,,,,,,,,,,,,CAM_LIB_002069,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003279,eukaryotes,,,,,Chaetoceros affinis CCMP159,MMETSP0092,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP0092"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0092</a>""",426623,,,(MMETSP0092) Chaetoceros affinis,,CAM_BM_003334,,,,,,,,,,,,,CAM_LIB_002070,Illumina,cDNA,,,,,,,,,,,,,
CAM_SMPL_003280,eukaryotes,,,,,Ditylum brightwellii GSO104,MMETSP1012,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1012"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1012</a>""",49249,00:00.0,00:00.0,(MMETSP1012) Ditylum brightwellii - Seawater,,CAM_BM_003335,Pacific_Ocean,41.325,-70.57,,,Martha's Vineyard Coastal Observatory,UNITED STATES,,marine habitat,,,,CAM_LIB_002071,Illumina,cDNA,,3735,,0.5,,,,,,,,,
CAM_SMPL_003281,eukaryotes,,,,,Undescribed Undescribed NY07348D,MMETSP1433,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1433"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1433</a>""",96639,00:00.0,00:00.0,(MMETSP1433) Undescribed Undescribed - Clam tissue,,CAM_BM_003336,Atlantic_Ocean,40.49657,-74.17591,,,"Raritan Bay, New York",UNITED STATES,,marine habitat,,,,CAM_LIB_002072,Illumina,cDNA,,3736,,10,,,,,,,,,
CAM_SMPL_003282,eukaryotes,,,,,Minutocellus polymorphus CCMP3303,MMETSP1434,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1434"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1434</a>""",265543,00:00.0,00:00.0,(MMETSP1434) Minutocellus polymorphus - seawater,,CAM_BM_003337,Atlantic_Ocean,-17.5,11.25,,,RV Knoor 192-5,NAMIBIA,,marine habitat,,,,CAM_LIB_002073,Illumina,cDNA,,3737,,10,30,20,,,,,,7.9,
CAM_SMPL_003283,eukaryotes,,,,,Chaetoceros brevis CCMP164,MMETSP1435,"Additional information and downloadable files of this sample are available at <a href=http://camera.calit2.net/mmetsp/details.php?id=MMETSP1435"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP1435</a>""",426625,00:00.0,00:00.0,(MMETSP1435) Chaetoceros brevis - Seawater,,CAM_BM_003338,Southern_Ocean,-61.2833,-54.7361,,,"Islas Orcadas Cruise, Station 6",ANTARCTICA,,marine habitat,,,,CAM_LIB_002074,Illumina,cDNA,,3738,,10,30,2,,,,,,7.9,
