"","SampleName","n_seqs","total_annotation_names","unique_annotation_names","total_annotated_contigs","unique_annotations","annotations_w_false_crbb","total_OrthoDB","unique_OrthoDB","false_crbb_OrthoDB","total_Pfam","unique_Pfam","false_crbb_Pfam","total_Rfam","unique_Rfam","false_crbb_Rfam"
"523","MMETSP1317",28878,21465,8253,11289,7886,2948,8323,6829,2263,11529,2002,748,1613,525,148
"524","MMETSP1318",32307,56097,15505,25170,13713,2052,14078,8421,1344,41838,6426,749,181,61,13
"525","MMETSP1319",32559,54559,17634,26309,15540,2618,17524,10649,1880,36812,6051,814,223,72,17
"526","MMETSP1320",26882,48023,14618,22468,12117,2008,13757,7990,1340,34157,4942,724,109,36,10
"527","MMETSP1321",29766,56892,14697,24584,12565,2011,13599,7885,1242,43032,5592,843,261,79,21
"528","MMETSP1322",30920,43597,13391,25522,11214,2287,11996,7000,1465,31512,5577,925,89,20,2
"529","MMETSP1323",30809,38099,13951,22842,11530,2725,13460,8139,1980,24488,4259,788,151,38,13
"530","MMETSP1324",42429,62716,18480,32329,16204,2480,20403,12216,1915,42003,6016,612,310,83,20
"531","MMETSP1326",42141,64703,22087,33837,22708,4974,27856,18663,4190,36605,5191,861,242,56,15
"532","MMETSP1327",15978,39777,10917,13934,8237,640,8818,5166,445,30847,3895,211,112,34,5
"533","MMETSP1328",27845,55126,14335,23767,13161,2441,15191,8720,1522,39663,5444,1012,272,78,16
"534","MMETSP1329",1324,48681,15403,25084,15649,81,20166,12414,63,28387,4915,20,128,42,0
"535","MMETSP1330",16181,35688,10952,13497,8718,1927,8796,5506,1276,26341,3936,705,551,179,54
"536","MMETSP1333",76564,83877,21587,56626,23750,8180,22320,14298,5038,61193,11303,3464,364,92,24
"537","MMETSP1334",60887,66621,21347,40780,20258,4683,23705,13948,3221,42465,8247,1642,451,115,24
"538","MMETSP1335",26549,37300,13080,20488,10931,2451,12049,7321,1694,25160,4411,811,91,25,9
"539","MMETSP1336",28868,42723,11035,22745,9718,1177,8916,5297,699,33743,5637,544,64,20,4
"540","MMETSP1338",107171,146848,26456,82556,31239,NA,27170,16147,NA,119436,17952,NA,242,56,NA
"541","MMETSP1339",24389,34592,11305,16769,9495,NA,9428,6070,NA,24969,4285,NA,195,64,NA
"542","MMETSP1344",110828,199684,33472,89062,40181,NA,60622,36738,NA,138129,16796,NA,933,261,NA
"543","MMETSP1345",2256,59940,9761,14947,8637,NA,7921,5337,NA,51853,4051,NA,166,52,NA
"544","MMETSP1347",4721,26134,8528,13584,7274,199,6415,4327,132,19655,3601,65,64,25,2
"545","MMETSP1348",22995,41241,10753,17167,9447,1464,8384,5499,907,32700,4774,564,157,55,24
"546","MMETSP1349",21247,32978,9446,15174,8167,801,7438,4896,507,25386,4180,282,154,54,20
"547","MMETSP1352",29115,37342,11369,23197,9054,1625,10979,5974,1035,26244,4582,667,119,39,5
"548","MMETSP1353",5215,26745,9197,12772,6833,493,7041,4284,330,19585,3059,169,119,36,5
"549","MMETSP1354",4942,26669,9349,14302,7255,408,7415,4626,286,19141,3362,132,113,36,1
"550","MMETSP1355",38957,70113,19328,31125,16934,4898,20481,11834,3305,49285,6151,1769,347,107,27
"551","MMETSP1356",43767,67000,19081,31419,16459,4398,18027,10558,2893,48614,6764,1623,359,110,34
"552","MMETSP1357",52525,95190,24576,41995,23339,5644,27864,16582,4099,67011,8061,1668,315,92,30
"553","MMETSP1358",36004,49680,14748,28326,12881,897,12723,7502,658,36716,6337,241,241,91,13
"554","MMETSP1359",35304,49920,13715,27013,12524,1857,12698,7588,1219,36762,6730,652,460,138,23
"555","MMETSP1360",42249,51880,13597,32514,12465,1708,13009,7668,1058,38637,6573,691,234,80,22
"556","MMETSP1361",32931,54371,12372,26428,11601,947,10378,6458,627,43721,6789,370,272,81,22
"557","MMETSP1362",29356,50962,10932,21781,9705,1161,8808,5362,644,41933,5451,594,221,70,24
"558","MMETSP1363",49697,81291,23755,41648,24925,3190,32017,19517,2538,49120,8210,746,154,49,16
"559","MMETSP1364",47723,77245,23228,39996,24287,3438,30802,18898,2724,46264,7753,772,179,47,20
"560","MMETSP1365",51079,84782,24128,43068,26506,3127,34034,21264,2470,50627,8417,723,121,25,8
"561","MMETSP1366",52229,91845,24447,44234,27646,2621,35436,22460,2158,56263,8705,533,146,35,11
"562","MMETSP1367",78634,132422,23834,63948,26106,4511,23661,13299,2521,108193,15475,2232,568,161,33
"563","MMETSP1369",88291,129244,27012,70182,29156,8389,26822,15966,4955,101739,15583,3785,683,203,46
"564","MMETSP1370",80643,99483,23381,58758,24200,7721,23076,15218,5273,75756,11466,2817,651,205,66
"565","MMETSP1371",90138,110756,25715,61650,26676,7611,25683,17214,5337,84732,12252,2657,341,118,36
"566","MMETSP1374",75410,99254,19865,59210,22976,5541,18892,11269,2864,79987,13765,3052,375,105,40
"567","MMETSP1377",149771,140774,39754,101908,46088,24314,43902,31153,16288,95649,18093,8725,1225,391,83
"568","MMETSP1380",40432,32735,10603,26967,9971,2626,9864,7369,1900,22698,3524,816,173,53,9
"569","MMETSP1381",21667,27622,10229,15497,7981,NA,8887,5356,NA,18520,3357,NA,215,85,NA
"570","MMETSP1384",75739,72018,20097,60483,20704,5135,21030,12956,3281,50909,10608,2127,79,28,11
"571","MMETSP1385",2452,62990,17742,49171,16883,71,18347,10735,55,44606,8713,22,37,13,0
"572","MMETSP1386",2319,47314,11208,11689,8532,53,9824,6222,36,37371,3324,16,119,28,2
"573","MMETSP1387",13796,46538,11738,12775,9693,390,11052,7303,330,35328,3336,88,158,41,13
"574","MMETSP1388",51823,92308,25360,44339,27102,3001,34503,21191,2397,57701,8602,697,104,27,13
"575","MMETSP1389",54048,61659,18837,38601,16548,4871,19514,11368,3274,41941,7710,1817,204,63,16
"576","MMETSP1390",253,523,314,240,143,2,136,68,0,383,81,1,4,1,0
"577","MMETSP1391",38192,48077,17633,27973,13978,3396,17256,9976,2579,30717,4804,885,104,26,8
"578","MMETSP1392",2102,55295,17274,27412,13778,100,16407,9400,75,38710,5629,28,178,43,0
"579","MMETSP1393",16326,31532,11250,14054,8561,2642,9661,5932,1815,21801,3240,898,70,23,9
"580","MMETSP1394",1035,49343,11872,23748,10630,60,9567,5749,25,39633,5816,37,143,41,0
"581","MMETSP1395",33020,57517,12668,25490,12873,2879,11963,8737,1906,45065,4961,1058,489,150,29
"582","MMETSP1396",49169,34854,13961,22813,12828,NA,14043,11117,NA,20450,3169,NA,361,115,NA
"583","MMETSP1397",34800,119401,10476,24989,10778,NA,12735,8474,NA,105629,6085,NA,1037,305,NA
"584","MMETSP1399",8931,31231,8331,8248,5780,216,6028,3384,154,25038,2845,79,165,42,8
"585","MMETSP1400",14968,48882,11994,13748,10210,495,11703,7701,400,37039,3495,116,140,42,10
"586","MMETSP1401",15284,42733,11880,14230,10550,713,12143,7907,587,30485,3307,145,105,25,8
"587","MMETSP1402",15692,39562,10987,14396,11198,1851,12759,9079,1548,26686,2882,327,117,35,20
"588","MMETSP1403",15140,46866,12034,13810,10050,608,11664,7677,482,35103,3311,151,99,25,9
"589","MMETSP1404",16116,46020,12222,14421,10031,927,11774,7531,730,34176,3572,223,70,23,8
"590","MMETSP1405",34792,49792,13585,28392,11805,1259,12269,7339,805,37346,5970,512,177,55,21
"591","MMETSP1406",32728,49040,13268,27100,11468,974,11901,7086,620,37040,5789,416,99,30,7
"592","MMETSP1407",34960,49841,13599,28604,11740,1135,12287,7325,702,37476,5966,488,78,22,8
"593","MMETSP1408",32100,50835,13292,26685,11515,804,11952,7108,523,38794,5950,344,89,25,5
"594","MMETSP1409",903,50302,13268,26634,11540,NA,11903,7065,NA,38299,5964,NA,100,25,NA
"595","MMETSP1410",33354,51573,13452,27332,11603,762,12306,7279,507,39135,6036,299,132,39,3
"596","MMETSP1411",33394,50285,13236,27332,11525,1066,12037,7182,706,38180,5935,412,68,19,4
"597","MMETSP1412",20,10,8,13,7,3,4,4,2,6,2,0,0,0,0
"598","MMETSP1413",32010,48041,13170,26754,11465,1219,11723,7008,776,36256,5818,495,62,12,6
"599","MMETSP1414",32138,49371,13335,26682,11520,1051,11944,7098,669,37358,5816,447,69,17,7
"600","MMETSP1415",33092,48428,13332,27506,11510,1111,11916,7059,672,36448,5845,515,64,12,4
"601","MMETSP1416",32717,50689,13298,27208,11645,887,12064,7215,545,38543,5981,397,82,20,8
"602","MMETSP1417",31856,50313,13333,26456,11518,913,11951,7094,585,38286,5835,374,76,22,10
"603","MMETSP1418",888,51570,13398,26715,11735,29,12034,7156,24,39452,5972,7,84,24,0
"604","MMETSP1419",32494,51937,13402,26940,11644,799,12173,7152,495,39672,6003,349,92,26,10
"605","MMETSP1420",32135,50275,13318,26691,11540,NA,11977,7140,NA,38227,5827,NA,71,21,NA
"606","MMETSP1421",32560,48739,13336,27146,11496,NA,11896,7052,NA,36565,5799,NA,278,77,NA
"607","MMETSP1422",32732,49732,13312,27137,11511,1095,11827,7090,670,37800,5771,475,105,29,6
"608","MMETSP1423",2841,43435,12597,22835,10457,117,11388,6451,96,31968,4911,30,79,23,0
"609","MMETSP1424",43252,62684,16684,34015,14682,4400,15876,8979,2725,46615,6577,1799,193,54,15
"610","MMETSP1425",48673,70993,18394,38071,16452,4919,18446,10370,3176,52320,7175,1895,227,61,18
"611","MMETSP1426",58414,152667,31488,74229,33386,8165,41437,23762,5687,110610,13645,2688,620,150,31
"612","MMETSP1428",33141,45611,12211,27300,10895,1248,10619,6296,733,34847,6265,575,145,41,8
"613","MMETSP1429",23506,29810,9778,18348,8659,757,8004,5116,526,21291,4720,235,515,176,43
"614","MMETSP1432",5078,34958,9853,18305,8645,245,7531,4611,145,27329,4797,111,98,25,1
"615","MMETSP1433",26796,71557,12056,19763,10564,2166,11468,7752,1555,59699,5025,760,390,135,55
"616","MMETSP1434",20091,19075,7461,15160,6451,NA,5823,3531,NA,13161,3601,NA,91,30,NA
"617","MMETSP1435",8658,7317,3558,5386,2795,NA,2538,1811,NA,4510,1313,NA,269,79,NA
"618","MMETSP1436",104672,93601,29854,74521,29126,16311,35897,19077,10541,57621,12533,6491,83,20,3
"619","MMETSP1437",31321,30019,9842,20970,8649,NA,7742,4936,NA,21923,4663,NA,354,105,NA
"620","MMETSP1438",43875,46388,14801,28370,12848,5093,12338,7886,3120,33916,5611,2124,134,46,10
"621","MMETSP1439",80982,87449,23863,58792,23395,9265,25933,14047,5547,61425,12232,4331,91,24,10
"622","MMETSP1440",77363,78996,20538,54433,21213,6081,23760,14121,3829,55115,10095,2620,121,29,9
"623","MMETSP1441",81670,110054,29257,60756,29937,8267,39948,21460,5799,70021,11520,2810,85,27,8
"624","MMETSP1442",25015,31480,9613,18732,7829,797,8551,4651,559,22679,4159,261,250,77,20
"625","MMETSP1443",22267,23194,7879,16057,6898,1316,5844,3613,800,17231,4159,646,119,38,7
"626","MMETSP1444",39194,56058,18735,31179,17582,5109,21011,12992,3793,34950,6159,1500,97,18,6
"627","MMETSP1445",46337,57995,17118,27865,14757,3192,15420,9363,2129,42420,6510,1171,155,43,8
"628","MMETSP1446",15994,30973,10280,13474,7776,790,8203,5217,541,22451,3822,260,319,91,26
"629","MMETSP1447",37747,40670,12845,27834,11090,1728,11446,6700,1138,29043,5827,669,181,57,13
"630","MMETSP1449",29909,46119,11440,23537,10439,NA,9540,5692,NA,36462,6268,NA,117,40,NA
"631","MMETSP1450",57982,90286,27716,47553,29003,5269,34776,22213,4235,54782,9364,1203,728,167,38
"632","MMETSP1451",54204,60841,19040,40131,14734,2587,18904,9303,1674,41710,6856,995,227,70,23
"633","MMETSP1452",20669,40513,14650,18437,12714,2373,15636,9806,1924,24310,3889,513,567,140,43
"634","MMETSP1453",16135,29384,11088,12621,8174,1336,9508,5812,988,19654,3439,398,222,67,20
"635","MMETSP1456",12219,29908,10023,10795,7093,595,7989,4784,435,21746,3112,166,173,63,18
"636","MMETSP1459",15204,27304,10120,12869,7577,1194,7929,4604,792,19175,3580,440,200,63,15
"637","MMETSP1460",3437,30105,8655,9949,6063,118,6554,3674,83,23343,3001,40,208,64,2
"638","MMETSP1462",105264,152926,34244,83790,36719,NA,45932,23543,NA,106825,17779,NA,172,41,NA
"639","MMETSP1463",21930,36128,13516,18670,11082,NA,13291,7813,NA,22577,4243,NA,260,69,NA
"640","MMETSP1464",27945,49585,16899,22682,14434,2361,18244,10557,1803,31097,4967,601,244,69,23
"641","MMETSP1465",2744,27177,11006,14318,8544,128,9915,5907,96,16591,3773,37,671,208,6
"642","MMETSP1466",29304,47592,15167,23159,13393,3056,16093,9889,2319,31398,4497,795,101,29,5
"643","MMETSP1467",30732,63487,16040,26400,16475,2428,20435,13247,1874,42694,5048,622,358,101,26
"644","MMETSP1468",47261,47533,15915,25503,12881,3662,15858,9196,2672,31574,4965,1081,101,30,6
"645","MMETSP1469",14645,35311,10846,12158,7899,950,8994,5525,694,26141,3395,271,176,68,17
"646","MMETSP1470",41585,77290,22874,34961,21721,4237,23535,14859,2930,53354,9024,1403,401,136,34
"647","MMETSP1471",14502,22365,8925,12168,6702,1441,7030,4040,939,14196,3211,504,1139,369,151
"648","MMETSP1472",3963,17388,7675,10054,5793,280,5607,3283,190,11473,2872,91,308,94,2
"649","MMETSP1473",2401,37145,11722,13811,8648,87,9770,6001,61,27194,3639,28,181,53,1
"650","MMETSP1474",39909,81343,20521,32574,19038,4250,18921,12050,2701,62265,8241,1672,157,46,19
"651","MMETSP1475",3841,42430,9496,11385,7217,135,7047,4515,88,35205,3429,48,178,56,4
